Id,Refreshing,Runner,Baker,Counter,Regulator,Has Python,Has Whiteboard,Has Reached Balmers Peak,DNE,Type of Activity Id,Type of Movie Id,Type of GPU Id,Type of Laptop Id,Type of Toaster Id,Type of Deck Id,Type of Whale Id,Type of Star Id,Type of Dog Id,Status
127453,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.3,0.5,0.2,0.4,0.05678321678321678
127457,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.2,0.3,0.1,0.3,0.1,0.33333333333333337
127459,1,1,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.26166666666666666
127460,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.4,0.5130952380952382
127461,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
127463,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
127465,0,0,0,0,0,1,0,1,0,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0.1,0.4
127469,1,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.6219551552678487
127470,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
127471,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127473,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.825
127481,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.13169413919413916
127483,0,0,0,0,0,0,0,0,0,0.3,0.5,0.5,0.2,0.2,0.2,0.5,0.2,0.4,0.4
127485,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.3,0.2,0.3,0.5,0.2,0.4,0.8
127486,0,0,0,0,0,0,1,0,0,0.3,0.4,0.2,0.6,0.3,0.3,0.1,0.2,0.1,0.2
127488,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127489,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
127496,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4,0.21305555555555555
127499,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.2,0.3,0.2,0.1,0.2,0.1,0.26
127506,0,0,0,0,0,1,1,1,0,0.3,0.6,0.3,0.4,0.3,0.2,0.5,0.2,0.4,0.3
127508,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
127510,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.5,0.3,0.3,0.4,0.2,0.4,0.44333333333333336
127513,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.5,0.3,0.2,0.4,0.3,0.4,0.2
127516,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.1,0.1,0.1,0.0
127517,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.45991787624140573
127525,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.2,0.2,0.5,0.4,0.4,0.1
127526,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.1,0.3,0.6333333333333334
127531,0,0,0,1,0,0,0,0,0,0.2,0.2,0.4,0.3,0.2,0.2,0.5,0.3,0.4,0.25
127537,0,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.24444444444444446
127544,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127546,0,0,0,0,0,1,0,0,1,0.3,0.2,0.2,0.4,0.3,0.2,0.4,0.2,0.4,0.5833333333333333
127550,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
127558,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
127559,1,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.1,0.1,0.1,0.05
127560,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
127562,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.39190476190476187
127564,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2571428571428571
127568,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
127579,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.5,0.3,0.2,0.5,0.3,0.4,0.4
127583,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.8254761904761905
127585,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
127586,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4
127589,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.3,0.2,0.3,0.1,0.3,0.1,0.5
127591,0,0,0,0,0,1,1,0,0,0.3,0.4,0.4,0.4,0.3,0.2,0.3,0.2,0.4,0.1
127600,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127608,0,0,0,0,0,1,1,0,0,0.2,0.2,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.2
127615,0,0,0,0,0,0,0,0,0,0.4,0.1,0.5,0.3,0.1,0.2,0.1,0.1,0.1,0.2
127616,0,0,0,0,0,1,1,0,1,0.3,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.4,0.5166666666666666
127618,0,1,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1,0.1
127627,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.4,0.3,0.3,0.5,0.3,0.4,0.725
127632,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.4,0.44333333333333336
127634,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.4,0.2,0.4,0.4833333333333333
127635,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.3,0.2,0.4,0.525
127639,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
127643,1,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.6,0.3,0.2,0.4,0.2,0.4,0.4
127645,0,0,0,0,0,1,1,0,0,0.2,0.3,0.2,0.4,0.2,0.2,0.1,0.5,0.1,0.3
127649,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127650,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.2,0.3,0.2,0.4,0.0
127652,1,0,0,1,0,1,1,0,0,0.4,0.1,0.3,0.3,0.1,0.3,0.1,0.1,0.1,0.4333333333333334
127658,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.3,0.3,0.2,0.1,0.2,0.1,0.38571428571428573
127661,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.3,0.5,0.1,0.4,0.6333333333333334
127666,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.0
127676,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.2,0.1,0.3,0.1,0.1,0.1,0.2
127679,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127684,0,0,0,0,0,1,1,0,0,0.3,0.5,0.5,0.4,0.3,0.2,0.5,0.2,0.4,0.215
127687,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
127691,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0.4,0.0
127698,0,0,0,0,0,1,0,0,1,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.1
127703,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.4,0.370530303030303
127704,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.3,0.1,0.2,0.1,0.5564532878542167
127708,0,1,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.12382783882783883
127709,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
127717,1,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2333333333333333
127718,1,0,0,1,0,0,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.3,0.3,0.4,0.4
127719,0,0,0,1,0,1,1,0,0,0.3,0.6,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.5
127724,0,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.40285714285714286
127726,0,0,0,0,0,0,1,0,0,0.2,0.1,0.3,0.1,0.3,0.3,0.1,0.1,0.1,0.3
127727,0,0,0,1,0,1,1,1,0,0.4,0.1,0.2,0.3,0.1,0.3,0.5,0.1,0.4,0.38109243697478995
127737,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
127739,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.03655913978494624
127744,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.12222222222222223
127746,0,0,0,1,0,1,1,0,0,0.3,0.2,0.3,0.6,0.3,0.2,0.4,0.3,0.4,0.2
127748,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.6,0.3,0.3,0.4,0.3,0.4,0.425
127752,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
127753,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.0
127757,0,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.40285714285714286
127758,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.2,0.2,0.3,0.1
127761,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.5,0.3,0.2,0.5,0.2,0.4,0.18666666666666668
127765,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.3,0.0
127773,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.4,0.3,0.2,0.1,0.2,0.1,0.39249999999999996
127778,0,1,0,0,0,0,0,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.1,0.1,0.1,0.275
127780,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.13169413919413916
127785,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.3,0.2,0.2,0.5,0.3,0.4,0.4
127786,0,1,0,0,0,1,1,0,0,0.3,0.6,0.4,0.3,0.2,0.2,0.1,0.2,0.1,0.1
127787,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.3,0.3,0.3,0.5,0.2,0.4,0.18277777777777776
127793,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
127794,0,0,0,0,0,0,0,0,0,0.3,0.6,0.4,0.4,0.3,0.2,0.1,0.2,0.1,0.23333333333333334
127795,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.4,0.11666666666666665
127800,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.6,0.3,0.3,0.3,0.2,0.4,0.48888888888888893
127802,0,0,0,0,0,0,0,0,0,0.3,0.6,0.4,0.2,0.2,0.2,0.1,0.4,0.1,0.1
127814,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.3,0.5,0.1,0.4,0.6333333333333334
127815,0,1,0,0,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.2,0.2,0.4,0.3
127817,0,0,0,0,0,1,0,0,1,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2
127822,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.2,0.2,0.1,0.3,0.1,0.5
127831,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127846,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127852,0,0,0,1,0,1,1,0,1,0.3,0.4,0.4,0.3,0.3,0.3,0.1,0.2,0.1,0.5
127853,0,0,0,0,0,0,1,0,0,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.4883333333333333
127878,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.4,0.3,0.3,0.1,0.2,0.1,0.1
127881,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127884,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127888,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127889,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.0
127896,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.3,0.3,0.4,0.0
127898,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.6,0.3,0.2,0.1,0.2,0.1,0.10389805097451274
127899,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127904,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
127907,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.4,0.3,0.3,0.5,0.2,0.4,0.3736904761904762
127910,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.6,0.3,0.2,0.5,0.3,0.4,0.6666666666666667
127918,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
127922,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
127924,0,0,0,0,0,0,1,0,0,0.3,0.2,0.3,0.5,0.4,0.3,0.1,0.2,0.1,0.21071428571428572
127931,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
127933,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
127960,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.4,0.2,0.4,0.4803571428571428
127964,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4,0.04
127972,0,0,0,1,0,0,0,1,0,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.0
127975,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
127983,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
127987,0,0,0,0,0,1,1,1,0,0.3,0.3,0.4,0.3,0.2,0.4,0.5,0.2,0.4,0.6
127993,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.4,0.0
127996,1,1,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.007692307692307693
128005,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.4,0.5440476190476191
128008,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
128011,0,0,0,0,1,1,0,0,1,0.3,0.2,0.2,0.5,0.4,0.2,0.1,0.2,0.1,0.4
128012,0,0,0,1,0,1,1,0,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.1,0.0
128014,1,0,0,0,0,0,1,0,0,0.2,0.3,0.2,0.6,0.3,0.3,0.1,0.6,0.1,0.4
128021,1,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.6,0.3,0.3,0.5,0.2,0.4,0.8
128026,0,1,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.3,0.2,0.3,0.3,0.3
128027,0,0,0,0,0,1,0,0,1,0.3,0.2,0.2,0.5,0.3,0.3,0.2,0.2,0.4,0.03636363636363636
128028,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.13169413919413916
128032,0,0,0,1,0,0,0,0,0,0.3,0.6,0.5,0.3,0.3,0.3,0.1,0.2,0.1,0.5
128040,0,0,0,0,0,1,0,0,1,0.3,0.3,0.4,0.3,0.2,0.2,0.3,0.2,0.4,0.1
128044,0,1,0,0,0,1,0,0,1,0.3,0.6,0.3,0.4,0.2,0.2,0.5,0.3,0.4,0.1
128049,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
128052,0,0,0,0,0,1,1,1,0,0.3,0.2,0.4,0.3,0.3,0.3,0.1,0.2,0.1,0.45
128053,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.4,0.3,0.2,0.1,0.2,0.1,0.0
128060,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.8833333333333334
128064,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128066,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.4,0.3,0.1,0.1,0.4,0.2
128071,0,0,0,0,0,0,1,0,0,0.2,0.2,0.3,0.6,0.3,0.3,0.1,0.5,0.1,0.6
128077,0,0,0,0,0,1,0,0,1,0.3,0.5,0.3,0.4,0.3,0.2,0.5,0.2,0.4,0.5
128079,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.525
128080,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.1,0.2,0.1,0.05
128083,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.5,0.1,0.4,0.22000000000000003
128086,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.1,0.1,0.1,0.06666666666666667
128097,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.5,0.3,0.2,0.1,0.2,0.1,0.4
128110,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4,0.2733333333333333
128112,1,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.22333333333333333
128116,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.3
128130,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128132,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128135,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.13169413919413916
128138,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128147,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128161,0,0,0,0,0,0,1,0,0,0.3,0.6,0.2,0.6,0.3,0.3,0.5,0.4,0.4,0.5
128163,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1
128166,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0.835
128171,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
128173,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.4
128176,0,0,0,0,0,0,1,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.029264705882352943
128178,1,1,0,0,0,1,1,0,0,0.2,0.2,0.4,0.4,0.2,0.3,0.1,0.3,0.1,0.4
128187,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.05
128194,0,0,0,0,0,1,1,0,0,0.4,0.1,0.4,0.2,0.1,0.3,0.1,0.1,0.1,0.3
128201,0,0,0,0,0,0,0,0,0,0.2,0.5,0.2,0.6,0.2,0.2,0.1,0.6,0.1,0.4
128202,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0.4,0.3601190476190476
128216,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.2,0.2,0.3,0.5581105169340463
128217,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.3,0.4,0.5833333333333333
128218,0,0,0,0,0,0,0,0,0,0.4,0.1,0.5,0.3,0.1,0.3,0.1,0.1,0.1,0.2
128221,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.1
128222,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128223,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.2,0.05555555555555556
128224,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.13169413919413916
128225,0,0,0,0,0,1,1,1,0,0.4,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.4766666666666667
128226,0,1,0,0,0,1,0,0,0,0.3,0.6,0.4,0.3,0.3,0.2,0.5,0.2,0.4,0.5
128227,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.1,0.3,0.1,0.5285714285714286
128228,0,0,0,1,0,1,1,0,0,0.3,0.4,0.2,0.5,0.3,0.2,0.5,0.2,0.4,0.3333333333333333
128237,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
128239,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
128240,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.1,0.4,0.0
128244,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
128246,1,0,0,0,0,0,1,0,0,0.3,0.5,0.3,0.4,0.3,0.3,0.1,0.2,0.1,0.4
128251,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
128261,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.4,0.4
128277,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1207358429674725
128289,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4983138528138529
128295,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
128305,0,0,0,0,0,1,0,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2
128313,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
128315,0,0,0,1,0,0,0,0,0,0.2,0.4,0.2,0.6,0.2,0.2,0.1,0.6,0.1,0.5
128318,1,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.1
128319,0,0,0,0,0,0,0,0,0,0.3,0.6,0.3,0.3,0.3,0.2,0.4,0.2,0.4,0.1
128323,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.12222222222222223
128324,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.5,0.3,0.2,0.1,0.2,0.1,0.3
128335,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.4,0.5440476190476191
128340,1,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0.4,0.2
128350,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0.25833333333333336
128355,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5718159859464207
128356,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.05710922122560054
128362,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.4,0.3,0.2,0.5,0.2,0.4,0.23333333333333334
128363,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.41304537561855126
128366,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.3,0.2,0.4,0.2
128367,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5
128368,1,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1,0.0
128370,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.4101489340281669
128371,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.33467152412804585
